Julian_Day, SANSA_foF2, Measured_foF2, ICEPAC_foF2, Kp, F10, Dst
202107410,6.716401340085204,4.35,8.53076923076923,1.7,73.1,-12.0
202107411,6.469132226918909,5.8,8.207692307692307,1.7,73.1,-13.0
202107412,6.938600480905456,6.25,7.692307692307692,1.0,73.1,-12.0
202107413,6.830104849618205,6.65,7.030769230769231,1.0,73.1,-11.0
202107414,6.79730384481043,6.8,6.23076923076923,1.0,73.1,-9.0
202107415,5.956931921074436,5.85,5.346153846153846,2.3,73.1,-11.0
202107416,5.621352410348751,5.5,4.461538461538462,2.3,73.1,-11.0
202107417,4.049427333791584,5.4,3.6846153846153844,2.3,73.1,-8.0
202107418,3.7718803700334975,4.3,3.1230769230769226,1.3,73.1,-9.0
202107419,3.239494830461167,3.6,2.830769230769231,1.3,73.1,-9.0
202107420,3.2344485220292016,2.9,2.769230769230769,1.3,73.1,-10.0
202107421,3.062874035342385,3.05,2.838461538461538,0.7,73.1,-10.0
202107422,3.158753895549723,2.85,2.9076923076923076,0.7,73.1,-9.0
202107423,2.876160623359671,2.9,2.923076923076923,0.7,73.1,-7.0
202107500,3.265037020882879,3.05,2.838461538461538,0.7,72.9,-7.0
202107501,2.887599382691773,3.15,2.8846153846153846,0.7,72.9,-7.0
202107502,3.048639441653312,2.75,3.146153846153846,0.7,72.9,-9.0
202107503,3.0115888013405447,2.65,3.7230769230769227,1.0,72.9,-10.0
202107504,4.13635296315004,2.7,4.615384615384615,1.0,72.9,-8.0
202107505,5.218340859297878,3.0,5.707692307692308,1.0,72.9,-6.0
202107506,5.416431558572183,4.8,6.8076923076923075,0.0,72.9,-3.0
202107507,5.645410392408122,5.3,7.723076923076922,0.0,72.9,-3.0
202107508,5.924714244669539,5.4,8.323076923076924,0.0,72.9,-3.0
202107509,6.619199498941174,4.25,8.553846153846154,0.0,72.9,-3.0
202107510,6.7022357793432175,4.35,8.476923076923077,0.0,72.9,-4.0
202107511,6.455643189058362,6.4,8.153846153846153,0.0,72.9,-3.0
202107512,6.729914539477232,7.25,7.646153846153846,0.7,72.9,-2.0
202107513,6.621715749862447,7.75,6.984615384615385,0.7,72.9,-4.0
202107514,6.589004487885885,7.05,6.2,0.7,72.9,-5.0
202107515,5.94484425203973,7.2,5.323076923076923,0.7,72.9,-5.0
202107516,5.610182879510283,6.15,4.438461538461538,0.7,72.9,-3.0
202107517,4.042558555556557,5.85,3.6538461538461537,0.7,72.9,-2.0
202107518,3.7657709542164133,5.4,3.0846153846153843,0.7,72.9,-2.0
202107519,3.2348420098275907,3.9,2.776923076923077,0.7,72.9,-2.0
202107520,3.229809507985043,2.95,2.7076923076923074,0.7,72.9,-2.0
202107521,3.0587044453384085,3.2,2.769230769230769,0.3,72.9,1.0
202107522,3.154321980346821,3.25,2.8461538461538463,0.3,72.9,3.0
202107523,2.8725018771641295,3.25,2.8615384615384616,0.3,72.9,5.0
202107600,3.6349832690914505,3.2,2.7846153846153845,2.0,72.1,6.0
202107601,3.261687607725486,3.35,2.8461538461538463,2.0,72.1,4.0
202107602,3.420960423241631,3.0,3.1076923076923078,2.0,72.1,3.0
202107603,2.8031168620482845,2.55,3.692307692307692,0.7,72.1,2.0
202107604,3.9155379329188555,2.65,4.576923076923077,0.7,72.1,1.0
202107605,4.98565216216795,3.05,5.661538461538462,0.7,72.1,1.0
202107606,5.373879649988553,4.95,6.761538461538461,0.3,72.1,0.0
202107607,5.600345684550571,5.4,7.6692307692307695,0.3,72.1,1.0
202107608,5.876584473961382,5.4,8.26153846153846,0.3,72.1,2.0
202107609,6.563448490874756,4.45,8.49230769230769,0.0,72.1,4.0
202107610,6.6455735363752675,5.9,8.407692307692308,0.0,72.1,2.0
202107611,6.401687037616172,6.7,8.084615384615384,0.0,72.1,3.0
202107612,6.672948551542104,7.0,7.576923076923077,1.3,72.1,3.0
202107613,6.565937128617195,7.7,6.93076923076923,1.3,72.1,4.0
202107614,6.533584837965478,7.05,6.161538461538461,1.3,72.1,2.0
202107615,5.896493575900901,7.2,5.3,2.7,72.1,-4.0
202107616,5.565504756156414,6.35,4.415384615384616,2.7,72.1,-5.0
202107617,4.0150834426164455,5.35,3.623076923076923,2.7,72.1,-4.0
202107618,3.9357777353925165,4.7,3.0384615384615383,1.0,72.1,-2.0
202107619,3.4106751717377284,3.4,2.715384615384615,1.0,72.1,0.0
202107620,3.405697896252849,3.1,2.6307692307692307,1.0,72.1,0.0
202107621,3.042026085322501,3.65,2.684615384615385,0.3,72.1,2.0
202107622,3.1365943195352113,3.45,2.7615384615384615,0.3,72.1,6.0
202107623,2.857866892381959,3.5,2.792307692307692,0.3,72.1,8.0
202107700,3.644454589431609,3.4,2.853846153846154,2.0,72.5,9.0
202107701,3.2690879396530743,3.4,2.9,2.0,72.5,7.0
202107702,3.4292443768919165,3.25,3.1538461538461533,2.0,72.5,7.0
202107703,2.8101306094721927,3.25,3.7307692307692304,1.7,72.5,5.0
202107704,3.9287232258122256,3.2,4.623076923076923,1.7,72.5,4.0
202107705,5.004774288510691,3.5,5.715384615384615,1.7,72.5,6.0
202107706,5.395155604280368,5.0,6.815384615384615,1.3,72.5,7.0
202107707,5.622878038479345,5.6,7.730769230769231,1.3,72.5,5.0
202107708,5.9006493593154605,5.9,8.330769230769231,1.3,72.5,6.0
202107709,6.78576843935241,6.1,8.569230769230769,1.0,72.5,4.0
202107710,6.868349102303688,6.25,8.49230769230769,1.0,72.5,3.0
202107711,6.623109557781711,7.0,8.161538461538461,1.0,72.5,-1.0
202107712,6.701431545509667,6.9,7.653846153846153,0.7,72.5,-3.0
202107713,6.593826439239821,7.05,6.999999999999999,0.7,72.5,-4.0
202107714,6.561294662925682,6.85,6.207692307692308,0.7,72.5,-3.0
202107715,5.9206689139703155,6.9,5.3307692307692305,0.3,72.5,-3.0
202107716,5.587843817833349,6.2,4.446153846153846,0.3,72.5,0.0
202107717,4.028820999086501,5.95,3.6615384615384614,0.3,72.5,0.0
202107718,3.753552122582243,4.75,3.092307692307692,0.3,72.5,1.0
202107719,3.2255363685604372,3.5,2.792307692307692,0.3,72.5,1.0
202107720,3.2205314798967235,3.15,2.723076923076923,0.3,72.5,-1.0
202107721,3.050365265330454,3.4,2.7846153846153845,1.7,72.5,-1.0
202107722,3.1454581499410166,3.4,2.8615384615384616,1.7,72.5,-3.0
202107723,2.865184384773044,3.5,2.876923076923077,1.7,72.5,0.0
202113102,2.939836592185755,nan,2.9573934837092732,1.7,77.6,6.0
202113103,2.830988292954985,3.05,2.5313283208020048,1.0,77.6,6.0
202113104,2.960393196923077,2.9,2.4661654135338344,1.0,77.6,7.0
202113105,2.7743736474689458,nan,3.2030075187969924,1.0,77.6,6.0
202113106,3.4837415791766375,3.9,4.611528822055138,0.3,77.6,4.0
202113107,4.35318077771225,5.6,6.050125313283208,0.3,77.6,4.0
202113108,4.668605231134473,5.35,6.897243107769423,0.3,77.6,5.0
202113109,4.852602828964103,5.7,7.238095238095238,0.3,77.6,2.0
202113110,5.077039459283761,5.9,7.568922305764411,0.3,77.6,2.0
202113111,5.6350981076461535,6.45,7.568922305764411,0.3,77.6,7.0
202113112,5.701822511254702,5.5,7.553884711779449,0.3,77.6,7.0
202113113,5.503671252053562,5.65,7.443609022556391,0.3,77.6,5.0
202113114,5.724063979124216,5.7,7.157894736842105,0.3,77.6,5.0
202113115,5.6371200592706545,5.25,6.867167919799498,0.0,77.6,7.0
202113116,5.610834688152137,4.7,6.0,0.0,77.6,8.0
202113117,5.093215072279771,3.3,5.1378446115288225,0.0,77.6,8.0
202113118,4.824295506221082,nan,4.135338345864661,0.3,77.6,8.0
202113119,3.5646196441566946,3.05,3.363408521303258,0.3,77.6,10.0
202113120,3.342204965461538,3.55,3.007518796992481,0.3,77.6,8.0
202113121,2.9155731726917375,3.3,3.017543859649123,0.3,77.6,4.0
202113122,2.9115292694427346,3.55,3.1278195488721807,0.3,77.6,5.0
202113123,2.774036558976638,2.9,3.037593984962406,0.3,77.6,5.0
202113200,3.0235687627576926,3.1,3.057644110275689,1.0,76.3,3.0
202113201,2.800903945717236,3.45,3.0977443609022552,1.0,76.3,4.0
202113202,3.1110442265950145,2.7,2.9573934837092732,1.0,76.3,7.0
202113203,2.812832418058689,3.1,2.5263157894736845,1.0,76.3,9.0
202113204,2.940069456367521,2.55,2.4611528822055138,1.0,76.3,8.0
202113205,2.757166213798575,2.7,3.192982456140351,1.0,76.3,7.0
202113206,4.229170736570157,3.95,4.601503759398496,4.0,76.3,5.0
202113207,5.084044587707622,5.3,6.045112781954888,4.0,76.3,8.0
202113208,5.3941848685854,5.55,6.887218045112783,4.0,76.3,17.0
202113209,4.797322254652992,6.0,7.238095238095238,4.3,76.3,20.0
202113210,5.017998992969872,5.65,7.523809523809524,4.3,76.3,20.0
202113211,5.5667087206767105,5.85,7.583959899749374,4.3,76.3,26.0
202113212,6.039226047170941,6.0,7.538847117794486,7.0,76.3,21.0
202113213,5.862106306343306,6.0,7.4636591478696745,7.0,76.3,9.0
202113214,6.0591068344066965,5.55,7.162907268170426,7.0,76.3,-40.0
202113215,5.981391029757836,4.95,6.87719298245614,6.7,76.3,-61.0
202113216,5.957895553933762,4.15,6.010025062656641,6.7,76.3,-56.0
202113217,5.495215414628918,4.6,5.142857142857143,6.7,76.3,-54.0
202113218,5.158378041411824,5.25,4.130325814536341,2.0,76.3,-46.0
202113219,3.919804996624287,4.95,3.3583959899749374,2.0,76.3,-40.0
202113220,3.7011163370309825,3.5,3.022556390977444,2.0,76.3,-37.0
202113221,3.670520615245441,nan,3.032581453634085,3.0,76.3,-44.0
202113222,3.666544457798291,2.9,3.1328320802005014,3.0,76.3,-49.0
202113223,3.531355104595156,nan,3.032581453634085,3.0,76.3,-45.0
202113300,3.2180132072021363,3.1,3.052631578947368,2.0,76.3,-40.0
202113301,2.9953483901616806,3.25,3.0877192982456143,2.0,76.3,-33.0
202113302,3.305488671039459,3.45,2.9573934837092732,2.0,76.3,-33.0
202113303,2.618387973614245,3.5,2.5313283208020048,1.7,76.3,-36.0
202113304,2.7456250119230763,nan,2.4611528822055138,1.7,76.3,-35.0
202113305,2.5627217693541304,2.65,3.1879699248120303,1.7,76.3,-34.0
202113306,3.451392958792379,4.4,4.576441102756893,1.7,76.3,-31.0
202113307,4.306266809929843,5.25,5.989974937343359,1.7,76.3,-27.0
202113308,4.616407090807622,3.5,6.832080200501253,1.7,76.3,-26.0
202113309,4.797322254652992,5.7,7.152882205513785,1.3,76.3,-28.0
202113310,5.017998992969872,6.7,7.528822055137844,1.3,76.3,-25.0
202113311,5.5667087206767105,nan,7.503759398496241,1.3,76.3,-25.0
202113312,6.021204207443591,5.75,7.5588972431077694,2.0,76.3,-20.0
202113313,5.826372492533192,5.85,7.398496240601504,2.0,76.3,-16.0
202113314,6.043073073402921,6.55,7.102756892230576,2.0,76.3,-18.0
202113315,5.76314124384473,5.7,6.807017543859649,1.0,76.3,-19.0
202113316,5.737296220438248,5.4,5.939849624060151,1.0,76.3,-24.0
202113317,5.22834806720292,4.15,5.0776942355889725,1.0,76.3,-25.0
202113318,4.769489152522934,nan,4.0852130325814535,1.3,76.3,-25.0
202113319,3.5309161077353988,3.3,3.3483709273182956,1.3,76.3,-24.0
202113320,3.3122274481420932,3.75,3.017543859649123,1.3,76.3,-26.0
202113321,3.2816317263565526,3.45,3.037593984962406,2.0,76.3,-25.0
202113322,3.2776555689094016,3.2,3.1328320802005014,2.0,76.3,-23.0
202113323,3.1424662157062677,2.8,3.0275689223057642,2.0,76.3,-21.0
202113400,2.749996222241026,3.1,3.0476190476190474,0.3,72.4,-19.0
202113401,2.538712699911681,2.75,3.092731829573935,0.3,72.4,-16.0
202113402,2.833000463156126,3.0,2.9523809523809526,0.3,72.4,-15.0
202113403,2.5500314600364673,nan,2.5463659147869677,0.7,72.4,-14.0
202113404,2.670764901367521,2.7,2.471177944862155,0.7,72.4,-14.0
202113405,2.497210579454131,2.6,3.182957393483709,0.7,72.4,-14.0
202113406,3.3404582087507126,4.0,4.541353383458646,0.7,72.4,-13.0
202113407,4.151636017693733,4.8,5.919799498746867,0.7,72.4,-15.0
202113408,4.445923780938178,5.65,6.847117794486215,0.7,72.4,-14.0
202113409,4.61759164283077,6.85,7.017543859649123,0.0,72.4,-12.0
202113410,4.826988705139318,5.8,7.408521303258145,0.0,72.4,-12.0
202113411,5.347651670879489,6.5,7.388471177944862,0.0,72.4,-12.0
202113412,5.4099048515658135,5.85,7.453634085213032,0.3,72.4,-13.0
202113413,5.225031769527638,5.7,7.303258145363409,0.3,72.4,-14.0
202113414,5.430655911794588,6.3,7.042606516290727,0.3,72.4,-11.0
202113415,5.54398257534473,6.8,6.7218045112781954,1.0,72.4,-10.0
202113416,5.51945859507436,5.2,5.844611528822055,1.0,72.4,-10.0
202113417,5.036524829750142,nan,4.987468671679197,1.0,72.4,-8.0
202113418,4.591181202539602,nan,4.015037593984963,1.3,72.4,-4.0
202113419,3.415916609582621,nan,3.3483709273182956,1.3,72.4,-2.0
202113420,3.2084060072948715,3.0,3.0025062656641603,1.3,72.4,-5.0
202113421,3.1992518317954417,3.25,3.037593984962406,2.0,72.4,-12.0
202113422,3.1954789117538462,3.0,3.1328320802005014,2.0,72.4,-16.0
202113423,3.0671996303396014,3.0,3.022556390977444,2.0,72.4,-14.0
202113500,2.791816226845726,6.0,3.042606516290727,3.3,74.9,-12.0
202113501,2.57323700277849,2.95,3.117794486215539,3.3,74.9,-19.0
202113502,2.8776866363007123,3.15,2.9523809523809526,3.3,74.9,-15.0
202113503,2.584946604067806,nan,2.5463659147869677,1.3,74.9,-8.0
202113504,2.7098490178205124,2.6,2.4661654135338344,1.3,74.9,-4.0
202113505,2.530301798050997,nan,3.1779448621553885,1.3,74.9,-4.0
202113506,3.402667094105057,3.55,4.526315789473684,2.3,74.9,0.0
202113507,4.241855186506055,5.5,5.889724310776942,2.3,74.9,0.0
202113508,4.5463048200282765,5.65,6.93233082706767,2.3,74.9,-9.0
202113509,4.723900439582907,6.7,6.972431077694236,1.7,74.9,-13.0
202113510,4.9405280634352575,6.2,7.3734335839599,1.7,74.9,-16.0
202113511,5.479169722743804,6.35,7.358395989974937,1.7,74.9,-13.0
202113512,5.5435725298350444,6.0,7.4335839598997495,1.3,74.9,-11.0
202113513,5.352315708776213,5.55,7.278195488721804,1.3,74.9,-10.0
202113514,5.5650401321987895,7.0,7.037593984962405,1.3,74.9,-11.0
202113515,5.675565767403135,6.15,6.706766917293233,1.0,74.9,-13.0
202113516,5.650194964609616,5.0,5.819548872180451,1.0,74.9,-14.0
202113517,5.150585309598791,3.15,4.957393483709274,1.0,74.9,-14.0
202113518,4.696578036574501,nan,3.9899749373433586,0.7,74.9,-12.0
202113519,3.4807311027004992,3.15,3.338345864661654,0.7,74.9,-10.0
202113520,3.266055079063034,3.4,3.007518796992481,0.7,74.9,-10.0
202113521,3.0487118781665243,3.5,3.0476190476190474,1.0,74.9,-12.0
202113522,3.0448086777367527,nan,3.1328320802005014,1.0,74.9,-11.0
202113523,2.912099863124501,2.8,3.017543859649123,1.0,74.9,-10.0
202113600,2.791816226845726,nan,3.037593984962406,0.7,74.9,-11.0
202113601,2.57323700277849,nan,3.117794486215539,0.7,74.9,-11.0
202113602,2.8776866363007123,3.0,2.9523809523809526,0.7,74.9,-13.0
202113603,2.584946604067806,nan,2.581453634085213,0.0,74.9,-13.0
202113604,2.7098490178205124,3.0,2.4812030075187974,0.0,74.9,-11.0
202113605,2.530301798050997,3.0,3.172932330827068,0.0,74.9,-8.0
202113606,3.402667094105057,4.0,4.476190476190476,0.7,74.9,-7.0
202113607,4.241855186506055,5.3,5.769423558897243,0.7,74.9,-7.0
202113608,4.5463048200282765,5.85,6.7669172932330826,0.7,74.9,-8.0
202113609,4.723900439582907,5.7,6.701754385964913,1.3,74.9,-9.0
202113610,4.9405280634352575,6.0,7.152882205513785,1.3,74.9,-10.0
202113611,5.479169722743804,6.3,7.31328320802005,1.3,74.9,-8.0
202113612,5.5435725298350444,5.35,7.238095238095238,1.3,74.9,-5.0
202113613,5.352315708776213,5.8,7.213032581453635,1.3,74.9,-5.0
202113614,5.5650401321987895,6.95,6.887218045112783,1.3,74.9,-3.0
202113615,5.48112132295869,5.9,6.671679197994988,0.7,74.9,-1.0
202113616,5.455750520165172,5.3,5.81453634085213,0.7,74.9,0.0
202113617,4.956140865154345,4.0,4.796992481203008,0.7,74.9,0.0
202113618,4.696578036574501,nan,3.884711779448622,1.7,74.9,-3.0
202113619,3.4807311027004992,2.65,3.2581453634085213,1.7,74.9,-6.0
202113620,3.266055079063034,3.05,2.9774436090225564,1.7,74.9,-8.0
202113621,2.8542674337220797,3.5,3.0476190476190474,0.7,74.9,-15.0
202113622,2.850364233292308,3.2,3.1328320802005014,0.7,74.9,-20.0
202113623,2.7176554186800574,2.7,3.022556390977444,0.7,74.9,-19.0
202113700,2.832469918681624,3.0,3.032581453634085,0.7,76.5,-16.0
202113701,2.6092214455021363,2.95,3.117794486215539,0.7,76.5,-13.0
202113702,2.920174676002137,2.8,2.947368421052632,0.7,76.5,-11.0
202113703,2.8156256295811968,2.7,2.5714285714285716,1.0,76.5,-14.0
202113704,2.9431961856837603,nan,2.4761904761904767,1.0,76.5,-15.0
202113705,2.7598135112863247,2.8,3.162907268170426,1.0,76.5,-13.0
202113706,3.4563696696207264,3.95,4.461152882205514,1.3,76.5,-12.0
202113707,4.313484343434829,5.2,5.764411027568922,1.3,76.5,-14.0
202113708,4.624437573934829,5.65,6.7669172932330826,1.3,76.5,-13.0
202113709,5.000271402837607,6.0,6.711779448621554,1.0,76.5,-12.0
202113710,5.221526586077992,6.25,7.157894736842105,1.0,76.5,-12.0
202113711,5.7716746092703,6.2,7.258145363408522,1.0,76.5,-13.0
202113712,5.837453177260685,5.1,7.258145363408522,1.0,76.5,-13.0
202113713,5.642110763228634,5.7,7.228070175438596,1.0,76.5,-13.0
202113714,5.8593793665908125,6.25,6.902255639097744,1.0,76.5,-12.0
202113715,5.968112343653847,6.5,6.68671679197995,2.0,76.5,-8.0
202113716,5.942199574445512,5.2,5.824561403508771,2.0,76.5,-5.0
202113717,5.431917350035256,3.3,4.796992481203008,2.0,76.5,-5.0
202113718,5.166809788134616,nan,3.879699248120301,2.0,76.5,2.0
202113719,3.9249901560737177,3.0,3.2681704260651627,2.0,76.5,-1.0
202113720,3.7057282627724355,3.65,2.992481203007519,2.0,76.5,-3.0
202113721,3.285144085621795,3.6,3.057644110275689,2.0,76.5,-5.0
202113722,3.2811575057435896,2.9,3.1328320802005014,2.0,76.5,-9.0
202113723,3.1456137898846155,3.0,3.0125313283208017,2.0,76.5,-10.0
202113800,2.8609075218128206,2.65,3.022556390977444,2.7,78.2,-10.0
202113801,2.6326979714515666,3.05,3.112781954887218,2.7,78.2,-7.0
202113802,2.9505612737404565,3.05,2.9423558897243107,2.7,78.2,-9.0
202113803,2.6449234830780624,nan,2.5714285714285716,3.7,78.2,-16.0
202113804,2.7753289404273502,2.1,2.471177944862155,3.7,78.2,-30.0
202113805,2.587871095487749,nan,3.1528822055137846,3.7,78.2,-31.0
202113806,3.4986717116616814,4.0,4.4411027568922306,2.7,78.2,-19.0
202113807,4.3748333782272075,5.4,5.734335839598997,2.7,78.2,-15.0
202113808,4.692696680516097,5.9,6.731829573934837,2.7,78.2,-13.0
202113809,4.878116940184616,6.35,6.666666666666667,2.3,78.2,-12.0
202113810,5.104288905274787,6.1,7.112781954887218,2.3,78.2,-11.0
202113811,5.6666624400935905,7.0,7.2932330827067675,2.3,78.2,-12.0
202113812,5.733902754039317,5.15,7.233082706766917,1.7,78.2,-15.0
202113813,5.534219397473221,6.85,7.203007518796992,1.7,78.2,-15.0
202113814,5.756316192021226,7.3,6.87218045112782,1.7,78.2,-14.0
202113815,5.863144469809117,6.55,6.656641604010026,1.0,78.2,-11.0
202113816,5.836655861285044,5.35,5.794486215538847,1.0,78.2,-10.0
202113817,5.315034031887892,4.3,4.7669172932330826,1.0,78.2,-11.0
202113818,4.849590746389459,2.7,3.859649122807018,0.7,78.2,-9.0
202113819,3.5801751225049854,2.8,3.2581453634085213,0.7,78.2,-6.0
202113820,3.356040742685898,3.3,2.99749373433584,0.7,78.2,-5.0
202113821,2.926110250487465,2.9,3.067669172932331,0.3,78.2,-4.0
202113822,2.9220350799452985,3.1,3.1328320802005014,0.3,78.2,-4.0
202113823,2.7834792815116804,nan,3.0025062656641603,0.3,78.2,-6.0
202113900,2.8525435208918806,3.1,3.0125313283208017,1.7,77.7,-6.0
202113901,2.625793110878205,3.15,3.1077694235588975,1.7,77.7,-4.0
202113902,2.941624039111538,3.2,2.93734335839599,1.7,77.7,-4.0
202113903,2.637940454271795,3.15,2.5363408521303255,0.7,77.7,3.0
202113904,2.7675121171367527,3.2,2.451127819548872,0.7,77.7,7.0
202113905,2.581252851768376,2.55,3.137844611528822,0.7,77.7,4.0
202113906,3.4862299345908125,3.6,4.446115288220551,1.3,77.7,5.0
202113907,4.356789544464744,4.95,5.769423558897243,1.3,77.7,3.0
202113908,4.672620472698078,5.4,6.7969924812030085,1.3,77.7,5.0
202113909,4.856855180834189,6.05,6.7969924812030085,0.7,77.7,7.0
202113910,5.081581033615599,6.45,7.218045112781955,0.7,77.7,6.0
202113911,5.640358829720728,5.9,7.243107769423559,0.7,77.7,9.0
202113912,5.901613662829916,5.95,7.333333333333334,1.0,77.7,8.0
202113913,5.703207054067951,5.65,7.208020050125314,1.0,77.7,9.0
202113914,5.923883792384831,6.2,6.972431077694236,1.0,77.7,9.0
202113915,5.642383386952992,7.25,6.716791979949875,0.7,77.7,9.0
202113916,5.616064142933547,5.85,5.719298245614035,0.7,77.7,9.0
202113917,5.097777491473719,3.25,4.837092731829574,0.7,77.7,9.0
202113918,4.828511379582479,nan,3.894736842105263,1.3,77.7,11.0
202113919,3.567212223881411,5.65,3.2982456140350878,1.3,77.7,8.0
202113920,3.344510928332265,3.5,3.032581453634085,1.3,77.7,7.0
202113921,2.9173293523243595,3.5,3.077694235588972,2.3,77.7,1.0
202113922,2.913280237859829,nan,3.1278195488721807,2.3,77.7,1.0
202113923,2.775610346065812,nan,2.982456140350877,2.3,77.7,6.0
202114000,2.7767610251880335,nan,3.0025062656641603,2.7,74.0,5.0
202114001,2.5608082537464387,nan,3.0977443609022552,2.7,74.0,8.0
202114002,2.861599613968661,nan,2.9273182957393487,2.7,74.0,1.0
202114003,2.9612660411054126,2.9,2.5162907268170422,2.0,74.0,-5.0
202114004,3.0846676247863245,2.8,2.43609022556391,2.0,74.0,-10.0
202114005,2.9072778482450143,2.8,3.1228070175438596,2.0,74.0,-12.0
202114006,3.3802718953774926,3.5,4.43609022556391,2.3,74.0,-15.0
202114007,4.209376285733619,5.6,5.784461152882205,2.3,74.0,-18.0
202114008,4.510167645955841,5.35,6.827067669172932,2.3,74.0,-22.0
202114009,4.685629272752138,5.5,6.8621553884711775,4.3,74.0,-22.0
202114010,4.8996538944487185,6.6,7.2631578947368425,4.3,74.0,-18.0
202114011,5.43182322407265,6.2,7.283208020050125,4.3,74.0,-12.0
202114012,5.669189539395495,5.8,7.388471177944862,5.3,74.0,-18.0
202114013,5.295664422167362,7.25,7.233082706766917,5.3,74.0,-26.0
202114014,5.301569575694752,7.75,7.012531328320802,5.3,74.0,-19.0
202114015,5.524777724714832,6.7,6.641604010025063,4.0,74.0,-14.0
202114016,5.505945307971642,6.2,5.74937343358396,4.0,74.0,-21.0
202114017,5.135091562874988,3.95,4.87218045112782,4.0,74.0,-28.0
202114018,4.942421453117741,nan,3.9147869674185465,4.0,74.0,-34.0
202114019,4.039914096886432,3.2,3.308270676691729,4.0,74.0,-24.0
202114020,3.8805628782902124,3.4,3.052631578947368,4.0,74.0,-23.0
202114021,2.9905423118170464,3.45,3.0877192982456143,3.3,74.0,-28.0
202114022,2.987645016933479,3.6,3.1228070175438596,3.3,74.0,-28.0
202114023,2.8891369908921796,nan,2.9724310776942358,3.3,74.0,-32.0
202114100,2.9734725145302345,3.6,2.992481203007519,2.3,75.5,-27.0
202114101,2.8079351798312633,nan,3.0626566416040104,2.3,75.5,-28.0
202114102,3.0385050388762593,3.0,2.9223057644110275,2.3,75.5,-28.0
202114103,2.8168032513329946,3.25,2.5112781954887216,1.7,75.5,-26.0
202114104,2.9113960140181208,3.35,2.4310776942355887,1.7,75.5,-21.0
202114105,2.7754189176582518,3.6,3.1077694235588975,1.7,75.5,-19.0
202114106,3.728268222665572,4.25,4.416040100250627,2.0,75.5,-19.0
202114107,4.363813346956265,5.15,5.754385964912281,2.0,75.5,-18.0
202114108,4.594383206001259,5.65,6.791979949874688,2.0,75.5,-15.0
202114109,4.436704312315783,6.0,6.822055137844611,1.7,75.5,-13.0
202114110,4.600763635097799,5.85,7.228070175438596,1.7,75.5,-14.0
202114111,5.008694924177407,6.6,7.258145363408522,1.7,75.5,-13.0
202114112,5.378914137151233,6.6,7.363408521303258,1.0,75.5,-13.0
202114113,5.396542897753821,6.45,7.213032581453635,1.0,75.5,-14.0
202114114,5.8056256784291325,5.9,6.99749373433584,1.0,75.5,-14.0
202114115,5.721034622386041,5.85,6.6265664160401005,1.0,75.5,-14.0
202114116,5.695460582186967,5.15,5.724310776942356,1.0,75.5,-11.0
202114117,5.191848713651353,2.8,4.842105263157895,1.0,75.5,-9.0
202114118,4.930206610076212,nan,3.894736842105263,1.0,75.5,-9.0
202114119,3.704619914382123,3.05,3.308270676691729,1.0,75.5,-6.0
202114120,3.488224189620727,3.6,3.057644110275689,1.0,75.5,-9.0
202114121,2.8786934004066946,3.55,3.0877192982456143,0.7,75.5,-11.0
202114122,2.8747589326837604,2.85,3.117794486215539,0.7,75.5,-13.0
202114123,2.7409870301039883,2.95,2.9573934837092732,0.7,75.5,-14.0
202114200,2.849197920523504,nan,2.982456140350877,1.3,77.5,-14.0
202114201,2.62303116664886,3.15,3.052631578947368,1.3,77.5,-13.0
202114202,2.9380491452599715,2.95,2.917293233082707,1.3,77.5,-14.0
202114203,2.6351472427492872,2.55,2.506265664160401,0.7,77.5,-15.0
202114204,2.7643853878205125,nan,2.426065162907268,0.7,77.5,-13.0
202114205,2.5786055542806263,2.95,3.0977443609022552,0.7,77.5,-10.0
202114206,3.675697668206909,3.85,4.3959899749373434,1.0,77.5,-10.0
202114207,4.544016455404202,5.55,5.7293233082706765,1.0,77.5,-9.0
202114208,4.859034434015314,5.7,6.761904761904762,1.0,77.5,-8.0
202114209,5.042794921538462,6.05,6.776942355889724,1.0,77.5,-7.0
202114210,5.266942329396367,6.0,7.1879699248120295,1.0,77.5,-8.0
202114211,5.824281830016027,5.7,7.228070175438596,1.0,77.5,-11.0
202114212,5.890920248568377,5.95,7.338345864661655,1.0,77.5,-13.0
202114213,5.693024338928065,5.85,7.197994987468672,1.0,77.5,-10.0
202114214,5.913133054752493,4.15,6.972431077694236,1.0,77.5,-7.0
202114215,5.826301176032764,6.0,6.616541353383458,1.0,77.5,-6.0
202114216,5.800049677815172,4.35,5.6992481203007515,1.0,77.5,-6.0
202114217,5.283097097530271,nan,4.81203007518797,1.0,77.5,-7.0
202114218,5.2089685217485755,nan,3.8696741854636594,2.0,77.5,-5.0
202114219,3.9509159533208686,nan,3.3032581453634084,2.0,77.5,-4.0
202114220,3.7287878914797004,nan,3.0626566416040104,2.0,77.5,-7.0
202114221,2.9138169930591165,3.25,3.092731829573935,0.7,77.5,-9.0
202114222,2.909778301025641,3.4,3.112781954887218,0.7,77.5,-10.0
202114223,2.772462771887464,nan,2.947368421052632,0.7,77.5,-11.0
202114300,2.907745926970086,nan,2.9674185463659146,0.3,81.0,-12.0
202114301,2.671365190662393,3.25,3.042606516290727,0.3,81.0,-12.0
