Julian_Day, SANSA_foF2, Measured_foF2, ICEPAC_foF2, Kp, F10, Dst
202116119,2.497444479912393,3.0,3.0977443609022552,1.3,75.6,5.0
202116120,2.6727434555662395,3.05,3.1228070175438596,1.3,75.6,5.0
202116121,2.6688479227739315,3.4,3.0025062656641603,1.7,75.6,3.0
202116122,2.534452041439316,3.35,2.761904761904762,1.7,75.6,1.0
202116123,2.6104149308893163,3.0,2.7969924812030076,1.7,75.6,0.0
202116200,2.4377928458248936,nan,2.8771929824561404,2.3,79.7,2.0
202116201,2.7930309125816235,nan,2.7769423558897244,2.3,79.7,8.0
202116202,2.7355357341470086,nan,2.4310776942355887,2.3,79.7,2.0
202116203,2.7026813464700856,2.35,2.2656641604010024,2.7,79.7,-7.0
202116204,2.595904586520085,nan,2.791979949874687,2.7,79.7,-12.0
202116205,2.4870744273402776,2.8,3.9949874686716793,2.7,79.7,-13.0
202116206,3.164696173176816,3.3,5.348370927318295,2.0,79.7,-16.0
202116207,4.717065990911433,4.15,6.19047619047619,2.0,79.7,-23.0
202116208,5.314605166785472,5.1,6.335839598997493,2.0,79.7,-29.0
202116209,5.542532481294126,5.0,6.666666666666667,1.7,79.7,-34.0
202116210,5.616454853567202,5.85,7.072681704260652,1.7,79.7,-37.0
202116211,5.667789834312394,5.75,7.137844611528822,1.7,79.7,-36.0
202116212,5.647255842014319,5.25,7.117794486215539,2.3,79.7,-35.0
202116213,5.8300083734672015,4.55,6.791979949874688,2.3,79.7,-34.0
202116214,5.889556951131626,5.75,6.526315789473684,2.3,79.7,-32.0
202116215,5.632882047405666,5.95,5.593984962406015,1.7,79.7,-30.0
202116216,4.73759998320951,4.75,4.471177944862156,1.7,79.7,-28.0
202116217,4.053818039683548,3.45,3.614035087719298,1.7,79.7,-26.0
202116218,2.5692103965325854,3.15,3.1578947368421053,1.3,79.7,-26.0
202116219,2.5486764042345085,3.25,3.0877192982456143,1.3,79.7,-28.0
202116220,2.733482334917201,3.85,3.112781954887218,1.3,79.7,-25.0
202116221,2.729375536457586,4.5,2.987468671679198,2.3,79.7,-24.0
202116222,2.587690989600855,4.5,2.7468671679198,2.3,79.7,-21.0
202116223,2.667773559563355,3.9,2.781954887218045,2.3,79.7,-18.0
202116300,2.441124144700855,3.55,2.8671679197994986,3.0,80.0,-16.0
202116301,2.7976993685470086,3.55,2.7719298245614037,3.0,80.0,-20.0
202116302,2.739987771623932,3.1,2.4411027568922306,3.0,80.0,-23.0
202116303,2.707009716239316,3.25,2.2907268170426067,3.7,80.0,-27.0
202116304,2.5998310362393164,2.95,2.791979949874687,3.7,80.0,-29.0
202116305,2.490591227777778,2.65,3.909774436090226,3.7,80.0,-27.0
202116306,3.17076362008547,3.55,5.172932330827067,1.3,80.0,-19.0
202116307,4.728976737008548,5.0,6.145363408521303,1.3,80.0,-15.0
202116308,5.328765119316242,5.65,6.155388471177944,1.3,80.0,-10.0
202116309,5.55755037854701,5.35,6.556390977443609,2.0,80.0,-5.0
202116310,5.631751003162394,5.45,6.832080200501253,2.0,80.0,-5.0
202116311,5.683279214700856,5.45,6.927318295739349,2.0,80.0,0.0
202116312,5.6626679300854725,5.9,6.907268170426065,2.3,80.0,0.0
202116313,5.8461083631623945,5.55,6.56140350877193,2.3,80.0,-1.0
202116314,5.90588108854701,6.05,6.110275689223057,2.3,80.0,-1.0
202116315,5.648240030854703,6.95,5.213032581453634,2.0,80.0,1.0
202116316,4.749588021623933,4.6,4.180451127819548,2.0,80.0,-2.0
202116317,4.063232243931624,3.25,3.408521303258145,2.0,80.0,-2.0
202116318,2.5730363662393163,3.4,3.067669172932331,1.3,80.0,-2.0
202116319,2.5524250816239316,3.35,3.037593984962406,1.3,80.0,-4.0
202116320,2.7379266431623934,3.6,3.092731829573935,1.3,80.0,-5.0
202116321,2.733804386239317,3.9,2.9674185463659146,1.3,80.0,-6.0
202116322,2.591586522393162,3.75,2.7969924812030076,1.3,80.0,-10.0
202116323,2.6719705323931624,3.5,2.756892230576441,1.3,80.0,-5.0
202116400,2.3284067224917733,3.5,2.8571428571428577,3.0,71.1,-7.0
202116401,2.645312952685043,3.3,2.761904761904762,3.0,71.1,-15.0
202116402,2.594021770919658,3.25,2.43609022556391,3.0,71.1,-18.0
202116403,2.5647125241965814,3.55,2.2907268170426067,2.7,71.1,-19.0
202116404,2.4694574723465816,3.5,2.781954887218045,2.7,71.1,-16.0
202116405,2.372370592576389,3.7,3.884711779448622,2.7,71.1,-13.0
202116406,2.9768738062398503,3.5,5.142857142857143,0.3,71.1,-14.0
202116407,4.361735713905235,4.5,6.110275689223057,0.3,71.1,-14.0
202116408,4.894797638681197,5.05,6.1203007518797,0.3,71.1,-13.0
202116409,5.098130537822544,5.25,6.471177944862156,0.7,71.1,-14.0
202116410,5.164076342949466,6.45,6.807017543859649,0.7,71.1,-13.0
202116411,5.2098720409542745,6.5,6.8621553884711775,0.7,71.1,-10.0
202116412,5.191553761752352,6.15,6.857142857142857,0.3,71.1,-6.0
202116413,5.354586446649466,5.85,6.511278195488722,0.3,71.1,-3.0
202116414,5.407709456335044,5.95,6.125313283208021,0.3,71.1,-2.0
202116415,5.178730966311006,5.35,5.152882205513785,1.0,71.1,-1.0
202116416,4.380053993107159,4.45,4.155388471177945,1.0,71.1,-1.0
202116417,3.77005529568312,nan,3.3834586466165413,1.0,71.1,-6.0
202116418,2.4456437093840813,nan,3.057644110275689,0.3,71.1,-7.0
202116419,2.427325430182158,nan,3.0275689223057642,0.3,71.1,-7.0
202116420,2.5921899429994655,nan,3.077694235588972,0.3,71.1,-6.0
202116421,2.5885262871590813,3.05,2.9523809523809526,0.0,71.1,-6.0
202116422,2.4621301606658124,nan,2.7769423558897244,0.0,71.1,-7.0
202116423,2.533571449553312,nan,2.7318295739348373,0.0,71.1,-6.0
202116500,2.4333511139902777,nan,2.8421052631578947,0.7,79.3,-4.0
202116501,2.7868063046277785,nan,2.7418546365914787,0.7,79.3,-1.0
202116502,2.729599684177778,nan,2.4210526315789473,0.7,79.3,-2.0
202116503,2.6969101867777776,3.1,2.25062656641604,0.3,79.3,-3.0
202116504,2.5906693202277777,nan,2.7518796992481205,0.3,79.3,-4.0
202116505,2.4823853600902774,nan,3.9348370927318297,0.3,79.3,-3.0
202116506,3.1566062439652773,2.9,5.288220551378447,0.7,79.3,-3.0
202116507,4.701184996115279,4.8,6.240601503759398,0.7,79.3,-1.0
202116508,5.29572523007778,4.9,6.220551378446116,0.7,79.3,-2.0
202116509,5.52250861829028,5.55,6.586466165413534,1.0,79.3,-5.0
202116510,5.596059987440278,5.85,6.952380952380952,1.0,79.3,-7.0
202116511,5.647137327127778,5.75,7.167919799498748,1.0,79.3,-5.0
202116512,5.626706391252779,6.25,7.012531328320802,0.7,79.3,-1.0
202116513,5.80854172054028,5.6,6.696741854636591,0.7,79.3,3.0
202116514,5.8677914345777795,5.45,6.4411027568922306,0.7,79.3,6.0
202116515,5.612404736140278,5.25,5.508771929824562,0.3,79.3,7.0
202116516,4.721615931990279,4.9,4.3959899749373434,0.3,79.3,9.0
202116517,4.041265767352779,nan,3.568922305764411,0.3,79.3,8.0
202116518,2.564109103590278,nan,3.137844611528822,1.3,79.3,3.0
202116519,2.543678167715278,nan,3.0726817042606513,1.3,79.3,0.0
202116520,2.727556590590278,nan,3.077694235588972,1.3,79.3,0.0
202116521,2.723470403415278,2.85,2.947368421052632,1.7,79.3,1.0
202116522,2.582496945877778,3.1,2.7067669172932334,1.7,79.3,3.0
202116523,2.6621775957902774,nan,2.7318295739348373,1.7,79.3,6.0
202116600,2.4178050525691237,nan,2.817042606516291,1.7,77.9,12.0
202116601,2.7650201767893163,2.65,2.7518796992481205,1.7,77.9,14.0
202116602,2.7088235092854704,2.8,2.4310776942355887,1.7,77.9,12.0
202116603,2.676711127854701,2.85,2.300751879699248,1.3,77.9,10.0
202116604,2.5723458882047012,nan,2.791979949874687,1.3,77.9,8.0
202116605,2.4659736247152777,nan,3.8295739348370925,1.3,77.9,5.0
202116606,3.1282914917248936,3.1,5.0626566416040095,1.7,77.9,2.0
202116607,4.645601514328741,4.45,6.010025062656641,1.7,77.9,6.0
202116608,5.229645451600857,5.25,6.015037593984962,1.7,77.9,13.0
202116609,5.4524250977768185,5.15,6.265664160401003,1.7,77.9,15.0
202116610,5.524677955996049,5.65,6.666666666666667,1.7,77.9,23.0
202116611,5.574853551981626,5.85,6.646616541353383,1.7,77.9,25.0
202116612,5.554783313587396,5.65,6.711779448621554,3.3,77.9,27.0
202116613,5.733408435296049,6.35,6.365914786967418,3.3,77.9,6.0
202116614,5.791612126639319,5.5,6.165413533834587,3.3,77.9,6.0
202116615,5.540734146711435,5.45,4.992481203007519,3.7,77.9,6.0
202116616,4.665671752722971,4.45,4.145363408521303,3.7,77.9,3.0
202116617,3.9973328141950866,3.5,3.3483709273182956,3.7,77.9,-5.0
202116618,2.6284132529929094,nan,3.042606516290727,5.0,77.9,-6.0
202116619,2.6865159833867516,nan,3.0025062656641603,5.0,77.9,-10.0
202116620,2.891635225729561,3.25,3.052631578947368,5.0,77.9,-19.0
202116621,2.8886194122969195,3.45,2.9223057644110275,3.7,77.9,-16.0
202116622,2.78457384887078,2.95,2.7468671679198,3.7,77.9,-17.0
202116623,2.8433822108072935,2.95,2.696741854636591,3.7,77.9,-15.0
202116700,2.688679498772531,nan,2.8521303258145365,4.0,79.6,-9.0
202116701,2.955240240866387,nan,2.7167919799498748,4.0,79.6,-20.0
202116702,2.9120974617991733,2.95,2.406015037593985,4.0,79.6,-29.0
202116703,2.8874444451893364,nan,2.2456140350877196,3.0,79.6,-20.0
202116704,2.8073221412073686,nan,2.7318295739348373,3.0,79.6,-17.0
202116705,2.7256590236872853,nan,3.884711779448622,3.0,79.6,-21.0
202116706,3.234127491265162,nan,5.228070175438597,2.3,79.6,-22.0
202116707,4.3989825260799345,4.85,6.265664160401003,2.3,79.6,-17.0
202116708,4.847359265671335,5.5,6.110275689223057,2.3,79.6,-17.0
202116709,5.018389568402075,5.15,6.68671679197995,2.3,79.6,-11.0
202116710,5.073858855774206,5.35,6.781954887218045,2.3,79.6,-13.0
202116711,5.112379194227077,6.1,7.072681704260652,2.3,79.6,-14.0
202116712,5.096971058845928,5.65,6.902255639097744,2.0,79.6,-9.0
202116713,5.234103463738144,5.45,6.586466165413534,2.0,79.6,-8.0
202116714,5.2787870563434725,5.3,6.320802005012531,2.0,79.6,-7.0
202116715,5.086185364079126,5.3,5.408521303258145,2.7,79.6,-7.0
202116716,4.414390661461082,4.85,4.310776942355889,2.7,79.6,-9.0
202116717,3.9012997532688605,nan,3.5087719298245617,2.7,79.6,-15.0
202116718,2.7210207217330646,nan,3.112781954887218,2.3,79.6,-16.0
202116719,2.6294789500951827,nan,3.052631578947368,2.3,79.6,-19.0
202116720,2.7320008988354703,3.1,3.057644110275689,2.3,79.6,-15.0
202116721,2.727899253197009,3.1,2.917293233082707,3.0,79.6,-14.0
202116722,2.586392478670086,2.95,2.681704260651629,3.0,79.6,-15.0
202116723,2.6663745686200855,2.9,2.691729323308271,3.0,79.6,-14.0
202116800,2.526627482517201,nan,2.781954887218045,1.3,87.7,-9.0
202116801,2.9175230716585467,nan,2.736842105263158,1.3,87.7,-6.0
202116802,2.8542567335316242,nan,2.4210526315789473,1.3,87.7,-10.0
202116803,2.8181045403162397,2.6,2.295739348370927,2.3,87.7,-16.0
202116804,2.7006099123662395,2.75,2.8020050125313283,2.3,87.7,-15.0
202116805,2.5808557723402776,nan,3.799498746867168,2.3,87.7,-15.0
202116806,3.326494757407586,3.0,5.042606516290728,2.0,87.7,-15.0
202116807,5.0346858868345095,4.35,5.99498746867168,2.0,87.7,-9.0
202116808,5.692203900939318,4.85,6.0,2.0,87.7,-13.0
202116809,5.943009741371049,4.8,6.230576441102757,0.7,87.7,-12.0
202116810,6.024352176105664,6.0,6.6265664160401005,0.7,87.7,-9.0
202116811,6.080839978004702,5.6,6.601503759398496,0.7,87.7,-7.0
202116812,6.0582448572450875,nan,6.676691729323308,1.3,87.7,-5.0
202116813,6.259341432005663,5.85,6.340852130325815,1.3,87.7,-2.0
202116814,6.324867282208549,5.65,6.150375939849623,1.3,87.7,0.0
202116815,6.042428272713357,6.0,4.972431077694235,1.7,87.7,-1.0
202116816,5.057281007594125,5.2,4.12531328320802,1.7,87.7,-4.0
202116817,4.304863486298933,nan,3.338345864661654,1.7,87.7,-4.0
202116818,2.67123625537874,nan,3.042606516290727,1.0,87.7,-5.0
202116819,2.648641134619124,nan,2.992481203007519,1.0,87.7,-8.0
202116820,2.8519972214556626,nan,3.0275689223057642,1.0,87.7,-7.0
202116821,2.84747819730374,3.15,2.8922305764411025,0.7,87.7,-6.0
202116822,2.691571864062394,nan,2.7167919799498748,0.7,87.7,-4.0
202116823,2.7796928350248935,nan,2.661654135338346,0.7,87.7,-4.0
202116900,2.4355719799075857,2.85,2.8220551378446115,2.0,79.5,-4.0
202116901,2.789918608604701,3.1,2.721804511278195,2.0,79.5,-6.0
202116902,2.732567709162393,3.2,2.4210526315789473,2.0,79.5,-11.0
202116903,2.699795766623932,3.2,2.2406015037593985,1.7,79.5,-16.0
202116904,2.593286953373932,3.55,2.7167919799498748,1.7,79.5,-16.0
202116905,2.4847298937152775,2.95,3.8496240601503757,1.7,79.5,-13.0
202116906,3.160651208571047,3.5,5.18796992481203,1.7,79.5,-12.0
202116907,4.709125493513356,4.6,6.225563909774436,1.7,79.5,-9.0
202116908,5.305165198431626,5.4,6.080200501253134,1.7,79.5,-8.0
202116909,5.532520549792202,5.5,6.646616541353383,1.7,79.5,-12.0
202116910,5.6062574205037405,4.9,6.696741854636591,1.7,79.5,-17.0
202116911,5.657463580720088,5.0,7.012531328320802,1.7,79.5,-17.0
202116912,5.636981116633549,6.2,6.87218045112782,2.3,79.5,-13.0
202116913,5.819275047003741,5.5,6.551378446115288,2.3,79.5,-13.0
202116914,5.878674192854703,5.45,6.255639097744361,2.3,79.5,-13.0
202116915,5.622643391772973,5.6,5.348370927318295,1.0,79.5,-11.0
202116916,4.729607957599894,4.95,4.260651629072681,1.0,79.5,-10.0
202116917,4.047541903518163,nan,3.4786967418546366,1.0,79.5,-10.0
202116918,2.5666597500614317,nan,3.102756892230577,1.3,79.5,-10.0
202116919,2.5461772859748937,2.9,3.037593984962406,1.3,79.5,-13.0
202116920,2.7305194627537395,nan,3.032581453634085,1.3,79.5,-15.0
202116921,2.726422969936432,3.4,2.8922305764411025,1.3,79.5,-16.0
202116922,2.5850939677393163,3.25,2.666666666666667,1.3,79.5,-14.0
202116923,2.6649755776768163,3.5,2.68671679197995,1.3,79.5,-12.0
202117000,2.436682412866239,3.6,2.7719298245614037,1.3,79.6,-12.0
3.3926305376344095,3.55,3.190384615384615,0.1,116,2.0
2.7349853763440866,3.5,2.976923076923077,1.3,116,-9.0
3.0155806451612905,3.6499999999999995,3.317307692307692,1.3,116,-7.0
2.612224946236559,2.85,4.632692307692307,1.3,116,-13.0
4.572007526881721,3.95,6.8769230769230765,0.7,116,-16.0
6.457256989247313,5.4,8.982692307692307,0.7,116,-16.0
7.141207956989248,6.05,9.83076923076923,0.7,116,-15.0
7.5401793548387115,6.6,10.165384615384616,0.3,116,-7.0
8.02683677419355,7.050000000000001,10.223076923076922,0.3,116,-5.0
9.23690387096774,6.950000000000001,10.13653846153846,0.3,116,-6.0
9.381585806451614,8.1,10.119230769230768,4.0,116,-4.0
8.951924301075271,8.6,10.13653846153846,4.0,116,-3.0
9.42981311827957,8.75,10.159615384615384,4.0,116,35.0
9.24128817204301,8.5,9.98653846153846,5.7,116,29.0
9.184292258064517,8.2,9.703846153846154,5.7,116,15.0
8.0619111827957,8.0,8.769230769230768,5.7,116,-16.0
7.478799139784947,8.25,7.557692307692307,5.3,116,-30.0
4.747379569892473,8.3,6.3,5.3,116,-22.0
4.265106451612903,5.55,5.226923076923077,5.3,116,-38.0
3.340018924731183,4.5,4.523076923076923,5.7,116,-70.0
3.3312503225806447,3.8500000000000005,4.136538461538461,5.7,116,-64.0
3.033117849462365,3.6499999999999995,3.9,5.7,116,-41.0
3.1997212903225805,4.0,3.6807692307692306,6.3,116,-36.0
2.708679569892473,4.65,3.4673076923076924,6.3,116,-30.0
3.3926305376344095,2.85,3.23076923076923,6.3,116,-85.0
2.7349853763440866,3.2,3.0115384615384615,5.7,116,-85.0
3.0155806451612905,3.1000000000000005,3.3115384615384613,5.7,116,-63.0
2.612224946236559,3.1000000000000005,4.678846153846154,5.7,116,-57.0
4.572007526881721,3.75,6.928846153846154,2.7,116,-61.0
6.457256989247313,6.4,9.138461538461538,2.7,116,-60.0
7.141207956989248,7.35,10.003846153846153,2.7,116,-54.0
7.5401793548387115,7.949999999999999,10.401923076923078,1.7,116,-48.0
8.02683677419355,8.45,10.401923076923078,1.7,116,-38.0
9.23690387096774,nan,10.361538461538462,1.7,116,-28.0
9.381585806451614,nan,10.309615384615384,1.7,116,-27.0
8.951924301075271,nan,10.350000000000001,1.7,116,-26.0
9.42981311827957,nan,10.378846153846153,1.7,116,-28.0
9.24128817204301,8.6,10.194230769230769,1.7,116,-28.0
9.184292258064517,8.45,9.894230769230768,1.7,116,-27.0
8.0619111827957,7.949999999999999,8.913461538461537,1.7,116,-32.0
7.478799139784947,7.45,7.6961538461538455,2.0,116,-35.0
4.747379569892473,6.35,6.363461538461538,2.0,116,-37.0
4.265106451612903,4.55,5.2615384615384615,2.0,116,-37.0
3.340018924731183,3.5,4.586538461538462,0.7,116,-36.0
3.3312503225806447,3.35,4.194230769230769,0.7,116,-35.0
3.033117849462365,3.05,3.951923076923076,0.7,116,-33.0
3.1997212903225805,3.1000000000000005,3.7269230769230766,1.0,116,-34.0
2.708679569892473,2.8,3.5134615384615384,1.0,116,-33.0
3.3926305376344095,2.85,3.2019230769230766,1.0,116,-27.0
2.7349853763440866,3.1500000000000004,2.9711538461538463,1.0,116,-23.0
3.0155806451612905,3.1500000000000004,3.294230769230769,1.0,116,-13.0
2.612224946236559,3.25,4.609615384615385,1.0,116,-9.0
4.572007526881721,3.9000000000000004,6.888461538461538,1.3,116,-9.0
6.457256989247313,6.0,9.057692307692307,1.3,116,-14.0
7.141207956989248,7.4,9.951923076923077,1.3,116,-19.0
7.5401793548387115,7.800000000000001,10.350000000000001,0.7,116,-19.0
8.02683677419355,8.35,10.36730769230769,0.7,116,-19.0
9.23690387096774,8.15,10.298076923076923,0.7,116,-20.0
9.381585806451614,9.25,10.251923076923077,0.3,116,-20.0
8.951924301075271,nan,10.292307692307691,0.3,116,-21.0
9.42981311827957,nan,10.315384615384614,0.3,116,-22.0
9.24128817204301,nan,10.11346153846154,1.7,116,-24.0
9.184292258064517,nan,9.790384615384614,1.7,116,-27.0
8.0619111827957,nan,8.815384615384614,1.7,116,-28.0
7.478799139784947,nan,7.586538461538462,2.0,116,-28.0
4.747379569892473,nan,6.276923076923077,2.0,116,-31.0
4.265106451612903,nan,5.186538461538461,2.0,116,-34.0
3.340018924731183,nan,4.5115384615384615,1.3,116,-35.0
3.3312503225806447,nan,4.125,1.3,116,-31.0
3.033117849462365,nan,3.894230769230769,1.3,116,-25.0
3.1997212903225805,3.1500000000000004,3.6807692307692306,3.0,116,-21.0
2.708679569892473,3.05,3.478846153846154,3.0,116,-24.0
4.009591358024691,2.8,3.121153846153846,3.0,110,-21.0
3.2935728395061723,3.05,2.878846153846154,0.7,110,-16.0
3.599074074074074,3.3,3.178846153846154,0.7,110,-9.0
3.1599160493827156,3.25,4.459615384615384,0.7,110,-7.0
5.293651234567902,3.8,6.663461538461539,0.0,110,-6.0
7.346237654320989,6.05,8.803846153846154,0.0,110,-6.0
8.090896913580249,7.35,9.738461538461538,0.0,110,-6.0
8.525281481481484,7.949999999999999,10.032692307692308,0.7,110,-6.0
9.055135185185186,8.2,10.073076923076924,0.7,110,-8.0
10.372609259259262,8.7,9.980769230769232,0.7,110,-12.0
10.530133333333334,9.6,10.003846153846153,1.3,110,-14.0
10.062334567901235,9.55,9.998076923076923,1.3,110,-14.0
10.582641358024693,9.1,10.003846153846153,1.3,110,-15.0
10.377382716049384,8.75,9.813461538461539,2.0,110,-13.0
10.315327777777778,9.15,9.501923076923076,2.0,110,-11.0
9.093322839506172,8.75,8.578846153846154,2.0,110,-13.0
8.458453086419754,8.25,7.332692307692308,2.0,110,-13.0
5.484589506172839,6.950000000000001,6.028846153846153,2.0,110,-15.0
4.959509259259259,5.0,4.944230769230769,2.0,110,-17.0
3.95230987654321,4.0,4.280769230769231,2.3,110,-17.0
3.9427629629629637,3.6499999999999995,3.951923076923076,2.3,110,-17.0
3.6181679012345676,3.5999999999999996,3.75,2.3,110,-16.0
3.7995592592592597,3.1500000000000004,3.576923076923077,2.0,110,-19.0
3.264932098765432,3.0,3.3923076923076922,2.0,110,-21.0
3.826397435897436,3.05,3.086538461538461,2.0,100,-21.0
3.150435897435897,3.05,2.861538461538461,2.0,100,-18.0
3.4388461538461543,3.1000000000000005,3.161538461538462,2.0,100,-16.0
3.02425641025641,3.1000000000000005,4.436538461538461,2.0,100,-12.0
5.038621794871797,3.5,6.5249999999999995,2.0,100,-8.0
6.976378205128206,5.75,8.775,2.0,100,-10.0
7.679378205128206,6.950000000000001,9.548076923076923,2.0,100,-7.0
8.08946153846154,8.35,9.882692307692308,1.7,100,-6.0
8.589673076923077,8.75,9.888461538461538,1.7,100,-8.0
9.833442307692309,9.25,9.825000000000001,1.7,100,-13.0
9.982153846153848,9.15,9.813461538461539,1.7,100,-16.0
9.540525641025642,nan,9.888461538461538,1.7,100,-14.0
10.03172435897436,9.95,9.911538461538461,1.7,100,-10.0
9.837948717948718,10.15,9.663461538461538,0.7,100,-12.0
9.779365384615387,9.95,9.340384615384616,0.7,100,-13.0
8.62572435897436,9.15,8.348076923076924,0.7,100,-15.0
8.026371794871796,8.6,7.165384615384615,0.7,100,-15.0
5.218878205128205,6.7,5.832692307692307,0.7,100,-14.0
4.723173076923078,5.05,4.771153846153846,0.7,100,-19.0
3.772320512820513,4.65,4.136538461538461,0.3,100,-20.0
3.7633076923076922,4.65,3.876923076923077,0.3,100,-19.0
3.4568717948717946,3.95,3.6807692307692306,0.3,100,-20.0
3.628115384615384,nan,3.5192307692307687,0.7,100,-20.0
3.1233974358974352,2.7,3.3519230769230766,0.7,100,-19.0
3.826397435897436,2.85,3.0923076923076924,0.7,100,-14.0
3.150435897435897,2.95,2.821153846153846,2.0,100,-10.0
3.4388461538461543,3.1000000000000005,3.0980769230769227,2.0,100,-8.0
3.02425641025641,3.1000000000000005,4.361538461538461,2.0,100,-8.0
5.038621794871797,3.3,6.438461538461539,0.0,100,-7.0
6.976378205128206,5.9,8.659615384615385,0.0,100,-7.0
7.679378205128206,7.6,9.426923076923076,0.0,100,-6.0
8.08946153846154,8.7,9.853846153846153,0.0,100,-7.0
8.589673076923077,9.3,9.778846153846153,0.0,100,-8.0
9.833442307692309,9.0,9.755769230769232,0.0,100,-6.0
9.982153846153848,8.75,9.698076923076922,0.0,100,-5.0
9.540525641025642,9.1,9.778846153846153,0.0,100,-6.0
10.03172435897436,9.25,9.790384615384614,0.0,100,-7.0
9.837948717948718,9.35,9.519230769230768,0.7,100,-10.0
9.779365384615387,9.25,9.178846153846154,0.7,100,-10.0
8.62572435897436,8.95,8.192307692307692,0.7,100,-9.0
8.026371794871796,8.25,7.015384615384616,0.7,100,-7.0
5.218878205128205,6.300000000000001,5.694230769230769,0.7,100,-7.0
4.723173076923078,4.7,4.6499999999999995,0.7,100,-8.0
3.772320512820513,3.95,4.032692307692307,0.7,100,-8.0
3.7633076923076922,3.35,3.7846153846153845,0.7,100,-8.0
3.4568717948717946,3.1000000000000005,3.6403846153846153,0.7,100,-7.0
3.628115384615384,3.1000000000000005,3.5134615384615384,0.3,100,-7.0
3.1233974358974352,3.1500000000000004,3.3288461538461536,0.3,100,-9.0
4.4045694871794865,3.3,3.051923076923077,0.3,98,-10.0
3.742127179487179,3.25,2.775,0.7,98,-11.0
4.02476923076923,2.75,3.0346153846153845,0.7,98,-10.0
3.6184712820512823,2.75,4.26923076923077,0.7,98,-7.0
5.59254935897436,3.3,6.398076923076922,0.3,98,-6.0
7.4915506410256425,5.65,8.509615384615385,0.3,98,-5.0
8.180490641025642,7.0,9.265384615384614,0.3,98,-6.0
8.582372307692307,7.700000000000001,9.692307692307693,2.0,98,-7.0
9.072579615384615,8.3,9.628846153846155,2.0,98,-5.0
10.291473461538462,9.1,9.6,2.0,98,-5.0
10.437210769230772,9.55,9.559615384615384,1.7,98,-4.0
10.00441512820513,9.1,9.623076923076923,1.7,98,0.0
10.485789871794871,9.55,9.623076923076923,1.7,98,0.0
10.295889743589742,9.85,9.346153846153845,0.3,98,-2.0
10.238478076923078,9.2,8.98846153846154,0.3,98,-3.0
9.107909871794872,8.75,8.03076923076923,0.3,98,-5.0
8.520544358974359,8.8,6.83076923076923,0.7,98,-6.0
5.769200641025641,7.4,5.538461538461537,0.7,98,-7.0
5.283409615384615,5.1,4.50576923076923,0.7,98,-7.0
4.351574102564102,3.5999999999999996,3.917307692307692,1.3,98,-7.0
4.342741538461538,3.3,3.686538461538461,1.3,98,-7.0
4.042434358974359,3.3,3.559615384615384,1.3,98,-5.0
4.210253076923076,3.25,3.4557692307692305,2.0,98,0.0
3.715629487179487,2.9,3.3288461538461536,2.0,98,0.0
4.311827564102564,3.1000000000000005,3.0288461538461537,2.0,95,-4.0
3.669664102564102,3.3,2.7461538461538457,3.0,95,-6.0
3.9436538461538464,3.6499999999999995,3.0057692307692303,3.0,95,-5.0
3.54979358974359,3.95,4.211538461538461,3.0,95,-5.0
5.463440705128206,3.9000000000000004,6.369230769230769,3.3,95,-11.0
7.304309294871797,5.9,8.423076923076922,3.3,95,-9.0
7.972159294871796,7.55,9.178846153846154,3.3,95,-13.0
8.361738461538462,9.1,9.611538461538462,2.0,95,-14.0
8.836939423076924,9.9,9.553846153846152,2.0,95,-13.0
10.018520192307694,10.35,9.513461538461538,2.0,95,-10.0
10.159796153846157,9.8,9.501923076923076,1.0,95,-6.0
9.74024935897436,9.6,9.542307692307691,1.0,95,-4.0
10.20688814102564,9.05,9.536538461538463,1.0,95,-2.0
10.022801282051285,8.75,9.259615384615385,0.7,95,0.0
9.967147115384616,8.15,8.890384615384615,0.7,95,2.0
8.871188141025641,7.55,8.01923076923077,0.7,95,0.0
8.301803205128206,7.6,6.709615384615384,1.0,95,0.0
5.634684294871795,6.6,5.440384615384615,1.0,95,-2.0
5.163764423076923,4.85,4.413461538461539,1.0,95,-4.0
4.260454487179487,4.05,3.8423076923076924,0.7,95,-7.0
4.251892307692307,4.2,3.617307692307692,0.7,95,-7.0
3.9607782051282046,4.15,3.5134615384615384,0.7,95,-6.0
4.123459615384615,4.1,3.421153846153846,2.7,95,-2.0
3.643977564102564,3.8,3.305769230769231,2.7,95,-6.0
4.311827564102564,3.8500000000000005,3.0346153846153845,2.7,95,-12.0
3.669664102564102,4.0,2.7403846153846154,2.0,95,-10.0
3.9436538461538464,4.15,3.0,2.0,95,-7.0
3.54979358974359,3.8500000000000005,4.188461538461539,2.0,95,-4.0
5.463440705128206,4.05,6.357692307692308,0.0,95,0.0
7.304309294871797,5.7,8.423076923076922,0.0,95,3.0
7.972159294871796,6.200000000000001,9.207692307692309,0.0,95,5.0
8.361738461538462,6.950000000000001,9.651923076923076,0.3,95,7.0
8.836939423076924,7.949999999999999,9.588461538461537,0.3,95,6.0
10.018520192307694,8.75,9.542307692307691,0.3,95,2.0
10.159796153846157,9.65,9.519230769230768,0.3,95,0.0
9.74024935897436,9.65,9.565384615384614,0.3,95,-1.0
10.20688814102564,9.7,9.553846153846152,0.3,95,0.0
10.022801282051285,9.2,9.265384615384614,0.7,95,0.0
